precinct_id,rate_overvote,Male,Female
1101,0.006611570247933884,0.5145152238677538,0.48548477613224605
1102,0.0018957345971563982,0.5144311416296878,0.4855688583703121
1103,0.0029498525073746312,0.5147878992732804,0.48521210072671966
1104,0.009107468123861567,0.5147878992732804,0.48521210072671966
1105,0.009107468123861567,0.5147900603389959,0.4852099396610042
1106,0.0012004801920768306,0.5244391012506819,0.4755608987493182
1107,0.0012422360248447205,0.5244401966138722,0.47555980338612786
1108,0.0,0.5178887807937924,0.4821112192062076
1109,0.002288329519450801,0.47740810693011776,0.5225918930698823
1111,0.0018034265103697023,0.4774081069301177,0.5225918930698824
1112,0.0,0.4780223875395097,0.5219776124604903
1113,0.00477326968973747,0.4950562837150839,0.5049437162849161
1114,0.003770028275212064,0.49504293081585726,0.5049570691841427
1115,0.0040609137055837565,0.5244401966138723,0.4755598033861278
1116,0.004153686396677051,0.5244401966138721,0.47555980338612774
1117,0.0010976948408342481,0.4934753831972656,0.5065246168027345
1118,0.0,0.48382687927107054,0.5161731207289293
1119,0.001218026796589525,0.47710751960974773,0.5228924803902522
1121,0.00130718954248366,0.4751827012381862,0.5248172987618139
1122,0.004398826979472141,0.49505783385909563,0.5049421661409043
1123,0.004044489383215369,0.48767819300876003,0.51232180699124
1124,0.0011560693641618498,0.4826778179744253,0.5173221820255748
1125,0.0033500837520938024,0.4672572280099913,0.5327427719900086
1126,0.0027447392497712718,0.46209319526627224,0.5379068047337279
1127,0.004835589941972921,0.46214189259218846,0.5378581074078116
1128,0.0031380753138075313,0.4825755750444519,0.517424424955548
1129,0.004355400696864111,0.48903562437801956,0.5109643756219805
1131,0.004201680672268907,0.48903666427030906,0.5109633357296909
1132,0.006255585344057194,0.4890366642703092,0.5109633357296909
1133,0.0030959752321981426,0.4890366642703091,0.5109633357296909
1134,0.002372479240806643,0.48903666427030906,0.5109633357296908
1135,0.0,0.4890366642703091,0.5109633357296909
1136,0.002162162162162162,0.4890366642703091,0.5109633357296909
1141,0.0017605633802816902,0.5330724357187782,0.46692756428122184
1142,0.0020387359836901123,0.49718987404033677,0.5028101259596633
1143,0.0027397260273972603,0.4869078250340548,0.5130921749659452
1144,0.0029585798816568047,0.4869078250340548,0.5130921749659452
1145,0.0,0.4869078250340548,0.5130921749659453
1146,0.0008620689655172414,0.48690789509718735,0.5130921049028125
1147,0.002107481559536354,0.48690782503405483,0.5130921749659453
1148,0.0027447392497712718,0.4869078250340548,0.5130921749659452
1149,0.0,0.4868220598580534,0.5131779401419466
1151,0.0,0.0,1.0
1152,0.006185567010309278,0.4879345151270785,0.5120654848729215
1153,0.0,0.4870640325729491,0.5129359674270509
1154,0.0,0.4890366642703091,0.5109633357296908
7001,0.0012690355329949238,0.5221271564366236,0.47787284356337634
7002,0.0,0.511352609847037,0.488647390152963
7003,0.0,0.5412227883279296,0.4587772116720704
7004,0.0,0.5412227883279296,0.4587772116720703
7005,0.001184834123222749,0.5416774844140599,0.45832251558594
7006,0.0010775862068965517,0.49881962153271725,0.5011803784672827
7007,0.0,0.48645673499496134,0.5135432650050387
7008,0.0011025358324145535,0.5278336438719696,0.4721663561280304
7009,0.003432494279176201,0.45764255898619166,0.5423574410138082
7011,0.0009606147934678194,0.45563945257196786,0.5443605474280321
7012,0.0,0.470562473855018,0.529437526144982
7013,0.0016155088852988692,0.5746586962696889,0.42534130373031104
7014,0.0013568521031207597,0.5764367170609156,0.4235632829390843
7015,0.0,0.521952550967236,0.47804744903276397
7016,0.0029469548133595285,0.5113889448216818,0.48861105517831815
7017,0.0,0.4399118865467772,0.5600881134532228
7018,0.0,0.5110410886094457,0.48895891139055425
7019,0.0,0.5106537179301348,0.48934628206986513
7021,0.0029469548133595285,0.4978921512931435,0.5021078487068564
7022,0.003988035892323031,0.47998207618722755,0.5200179238127726
7023,0.0010121457489878543,0.446596420705116,0.553403579294884
7024,0.004032258064516129,0.4164230019493177,0.5835769980506822
7025,0.0,0.4171405423906846,0.5828594576093155
7026,0.0,0.5115414693388891,0.48845853066111095
7027,0.0010695187165775401,0.510438057807751,0.48956194219224913
7028,0.001092896174863388,0.4155642023346304,0.5844357976653697
7029,0.0010351966873706005,0.41625009542091684,0.583749904579083
7030,0.005733944954128441,0.4965013398705203,0.5034986601294797
7031,0.0013054830287206266,0.49165849547643764,0.5083415045235624
7032,0.0021321961620469083,0.4372651857846105,0.5627348142153895
7033,0.00749063670411985,0.4155642023346303,0.5844357976653697
7034,0.001990049751243781,0.41636515802233387,0.5836348419776661
7035,0.0,0.46919487947775723,0.5308051205222428
7036,0.0009532888465204957,0.48954241139436044,0.5104575886056396
7037,0.00258732212160414,0.4811411992263056,0.5188588007736944
7038,0.00186219739292365,0.500290591656171,0.49970940834382915
7039,0.0010706638115631692,0.5092992734149581,0.4907007265850419
7041,0.0,0.49142885934615343,0.5085711406538466
7042,0.0,0.4650275535099506,0.5349724464900494
7043,0.004752851711026616,0.48546908469213185,0.5145309153078683
7044,0.0022222222222222222,0.44556234279554435,0.5544376572044556
7045,0.004705882352941176,0.5146465645060716,0.48535343549392834
7046,0.003976143141153081,0.5146546986627587,0.48534530133724124
7047,0.002044989775051125,0.5146119104451246,0.4853880895548754
7048,0.004259850905218318,0.5146546986627587,0.4853453013372413
7049,0.0011148272017837235,0.5146469118408455,0.48535308815915434
7051,0.005230125523012552,0.5146479617234988,0.48535203827650125
7052,0.0,0.49768397585876784,0.5023160241412321
7053,0.001524390243902439,0.49753390875462394,0.5024660912453761
7054,0.0008305647840531562,0.4815367945574344,0.5184632054425656
7055,0.0,0.4688026981450253,0.5311973018549747
7056,0.0,0.5756251780834618,0.4243748219165382
7101,0.005714285714285714,0.465814125628514,0.5341858743714859
7201,0.0,0.4994842932087649,0.500515706791235
7202,0.0,0.5113811460743994,0.48861885392560056
7203,0.0,0.4383147969049162,0.5616852030950837
7204,0.0,0.4723625697483965,0.5276374302516035
7205,0.0,0.4911956982787252,0.5088043017212747
7206,0.0,0.5398176291793313,0.4601823708206687
7207,0.0011534025374855825,0.46975138683431644,0.5302486131656836
7208,0.0016891891891891893,0.44129201222173725,0.5587079877782628
7209,0.0015600624024961,0.4724957099443829,0.527504290055617
