ID,Tract_ID,Prec_ID,%Prec,%Tract,Precinct_FID,SupDist,area_precinct,area_tract,overlap_area
742,176.01,7621,0.99556679,0.121205187,290,6,77145,633559,76803
1338,176.01,7621,0.00443321,0.000539721,290,6,77145,633559,342
1420,176.01,7622,1,0.096728377,312,6,61293,633559,61293
901,176.01,7623,0.995739008,0.126125799,313,6,80263,633559,79921
1251,176.01,7623,0.004260992,0.000539721,313,6,80263,633559,342
290,176.01,7624,0.856427118,0.17264752,314,6,127740,633559,109400
535,178.02,7624,0.143572882,0.035950986,314,6,127740,510137,18340
306,178.01,7625,0.304279575,0.500766162,319,6,352278,214053,107191
559,615,7625,0.386808146,0.081519889,319,6,352278,2112052,136264
717,176.01,7625,0.308909441,0.17173536,319,6,352278,633559,108822
854,178.02,7625,2.83867E-06,1.96E-06,319,6,352278,510137,1
827,615,7626,1,0.094945209,317,6,158705,2112052,158705
470,105,7627,8.363E-05,2.34E-05,607,6,191319,1177920,16
937,615,7627,0.99991637,0.114446951,607,6,191319,2112052,191303
225,201,7628,7.56327E-05,4.26E-05,310,6,251214,445702,19
268,178.02,7628,7.96134E-06,3.92E-06,310,6,251214,510137,2
601,178.02,7628,0.492138177,0.242349634,310,6,251214,510137,123632
943,177,7628,0.507778229,0.141133217,310,6,251214,903834,127561
359,178.02,7629,1,0.220875095,311,6,112677,510137,112677
711,178.02,7631,0.810397277,0.158227463,315,6,99603,510137,80718
896,178.01,7631,0.189602723,0.088225401,315,6,99603,214053,18885
243,178.02,7632,0.223695998,0.20900186,309,6,476629,510137,106620
419,177,7632,0.043654499,0.02302082,309,6,476629,903834,20807
1267,180,7632,0.732649503,0.372672146,309,6,476629,937022,349202
746,178.01,7633,0.190857421,0.161267717,316,6,180868,214053,34520
884,180,7633,0.432370569,0.083458019,316,6,180868,937022,78202
1171,178.02,7633,0.376777539,0.13358516,316,6,180868,510137,68147
184,615,7634,0.249371881,0.017100966,318,6,114628,2112052,28585
318,180,7634,0.284267369,0.034775064,318,6,114628,937022,32585
1180,178.01,7634,0.46636075,0.24974072,318,6,114628,214053,53458
870,180,7635,0.607824855,0.237242029,291,6,365732,937022,222301
1111,607,7635,0.39217241,0.065669469,291,6,365732,2926381,143430
147,615,7636,0.104957787,0.014101342,308,6,224576,2112052,23571
342,180,7636,0.895042213,0.214514707,308,6,224576,937022,201005
1182,615,7637,1,0.018549328,608,6,31006,2112052,31006
863,615,7638,1,0.039263124,613,6,65630,2112052,65630
23,607,7639,0.352269845,0.026710071,286,6,165606,2926381,58338
108,180,7639,0.324426651,0.057338035,286,6,165606,937022,53727
1353,615,7639,0.323297465,0.032030286,286,6,165606,2112052,53540
425,615,7641,0.727914654,0.056984475,292,6,130856,2112052,95252
1271,607,7641,0.272085346,0.016301302,292,6,130856,2926381,35604
569,615,7642,1,0.132748604,295,6,221895,2112052,221895
1224,607,7643,1,0.060489808,293,6,132117,2926381,132117
1321,607,7644,1,0.050676245,287,6,110683,2926381,110683
114,607,7645,0.817318219,0.078272256,294,6,209167,2926381,170956
384,615,7645,0.182681781,0.022859717,294,6,209167,2112052,38211
133,607,7646,0.895706184,0.2695177,285,6,657201,2926381,588659
418,226,7646,4.41265E-05,2.15E-05,285,6,657201,1858319,29
851,607,7646,0.000130858,3.94E-05,285,6,657201,2926381,86
923,607,7646,9.89043E-05,2.98E-05,285,6,657201,2926381,65
1104,226,7646,0.104019927,0.050569968,285,6,657201,1858319,68362
366,179.02,7647,1,0.572418995,298,6,1701579,126558522,1701579
750,179.02,7648,1,0.328605727,297,6,976817,126558522,976817
327,178.02,7649,1.4754E-05,3.92E-06,606,6,135556,510137,2
392,176.01,7649,0.999136888,0.21374047,606,6,135556,633559,135439
573,176.01,7649,0.000132786,2.84E-05,606,6,135556,633559,18
1137,124.02,7649,0.000722948,0.000273725,606,6,135556,358023,98
557,615,7651,4.69814E-05,7.78E-06,306,6,276705,2112052,13
1086,615,7651,0.999953019,0.16553089,306,6,276705,2112052,276692
110,615,7652,1,0.078098499,307,6,130545,2112052,130545
791,607,7653,0,0,612,6,179167,2926381,0
868,607,7653,0.99963721,0.082001905,612,6,179167,2926381,179102
1003,607,7653,0.00036279,2.98E-05,612,6,179167,2926381,65
320,176.01,7654,0.003415349,0.000602846,305,6,111848,633559,382
1295,124.02,7654,0.996343252,0.311262126,305,6,111848,358023,111439
1421,162,7654,0.000241399,9.88E-05,305,6,111848,273259,27
81,615,7655,0.000111319,7.78E-06,614,6,116781,2112052,13
686,615,7655,0.999905807,0.069857611,614,6,116781,2112052,116770
542,615,7656,1,0.059046641,320,6,98699,2112052,98699
52,607,7657,0.000227615,3.94E-05,609,6,377831,2926381,86
992,226,7657,0.191289227,0.053464563,609,6,377831,1858319,72275
1051,226,7657,7.67539E-05,2.15E-05,609,6,377831,1858319,29
1070,607,7657,0,0,609,6,377831,2926381,0
1424,607,7657,0.808403757,0.139845796,609,6,377831,2926381,305440
129,303.01,7701,3.48345E-06,1.33E-06,381,7,287072,752523,1
955,304,7701,0.002811141,0.000828997,381,7,287072,973464,807
978,301.02,7701,0.997185375,0.224506698,381,7,287072,1275079,286264
918,301.02,7702,0.999985436,0.430799636,382,7,549312,1275079,549304
950,304,7702,1.09228E-05,6.16E-06,382,7,549312,973464,6
1343,305,7702,3.64092E-06,1.78E-06,382,7,549312,1123452,2
123,306,7703,0.001033379,0.000644138,346,7,325147,521628,336
519,305,7703,0.994734689,0.287894176,346,7,325147,1123452,323435
600,217,7703,0.000319855,8.46E-05,346,7,325147,1229615,104
976,301.02,7703,4.92085E-05,1.25E-05,346,7,325147,1275079,16
1109,304,7703,0.003862868,0.001290236,346,7,325147,973464,1256
195,217,7704,0.000109242,3.33E-05,352,7,375315,1229615,41
1001,305,7704,0.999890758,0.33403682,352,7,375315,1123452,375274
343,305,7705,0.999997644,0.377781496,383,7,424420,1123452,424419
708,301.02,7705,0,0,383,7,424420,1275079,0
1426,307,7706,1,0.278576271,335,7,401500,1441257,401500
324,217,7707,0.00013306,2.68E-05,336,7,248008,1229615,33
632,307,7707,0.999862908,0.172053978,336,7,248008,1441257,247974
738,307,7708,0.999876598,0.157412592,332,7,226900,1441257,226872
1242,217,7708,0.000118995,2.20E-05,332,7,226900,1229615,27
749,310,7709,0,0,331,7,66109,819579,0
1229,311,7709,1,0.061301151,331,7,66109,1078429,66109
567,307,7711,0.43971041,0.045090501,368,7,147795,1441257,64987
1218,217,7711,2.02984E-05,2.44E-06,368,7,147795,1229615,3
1374,311,7711,0.560269292,0.076782916,368,7,147795,1078429,82805
772,311,7712,1,0.085331454,330,7,92024,1078429,92024
191,170,7801,0.60637633,0.169436695,438,8,131204,469550,79559
309,171.01,7801,0.393631292,0.164800485,438,8,131204,313383,51646
244,170,7802,0.146913343,0.084508572,416,8,270098,469550,39681
527,167,7802,0.615880162,0.339005572,416,8,270098,490695,166348
998,171.01,7802,0.237206495,0.204441821,416,8,270098,313383,64069
1069,170,7803,1,0.431772974,415,8,202739,469550,202739
72,167,7804,0.261772044,0.060294196,414,8,113022,490695,29586
468,170,7804,0.738236804,0.177695666,414,8,113022,469550,83437
217,167,7805,0.009014157,0.002282482,413,8,124249,490695,1120
804,169,7805,0.986671925,0.415785136,413,8,124249,294846,122593
878,170,7805,0,0,413,8,124249,469550,0
1177,203,7805,0.00430587,0.00187095,413,8,124249,285952,535
408,167,7806,0.78184315,0.136914248,412,8,85929,490695,67183
1038,169,7806,0.21815685,0.063578737,412,8,85929,294846,18746
1017,203,7807,0.008328531,0.002122741,386,8,72882,285952,607
1234,169,7807,0.991671469,0.245127134,386,8,72882,294846,72275
682,169,7808,1,0.191987709,385,8,56607,294846,56607
171,168.02,7809,2.46917E-05,9.29E-06,384,8,80999,215264,2
500,168.01,7809,0.70762602,0.253017207,384,8,80999,226534,57317
589,169,7809,0.288176397,0.079166483,384,8,80999,294846,23342
1352,202,7809,0.004172891,0.000998977,384,8,80999,338347,338
1310,202,7811,1,0.20971136,387,8,70955,338347,70955
685,203,7812,0.23822051,0.053201423,388,8,63861,285952,15213
1302,202,7812,0.761763831,0.143778854,388,8,63861,338347,48647
1009,203,7813,0.601045886,0.180069313,389,8,85669,285952,51491
1191,169,7813,0.005334485,0.001549956,389,8,85669,294846,457
1240,202,7813,0.393619629,0.099664249,389,8,85669,338347,33721
1412,202,7814,1,0.211632471,449,8,71605,338347,71605
311,170,7815,1.3306E-05,4.26E-06,436,8,150308,469550,2
788,204.01,7815,0.782639647,0.359506506,436,8,150308,327218,117637
1246,301.02,7815,0.217347047,0.025621137,436,8,150308,1275079,32669
53,169,7816,0,0,437,8,89778,294846,0
587,205,7816,0.220655394,0.071543106,437,8,89778,276897,19810
927,204.01,7816,0.06500479,0.017835205,437,8,89778,327218,5836
968,170,7816,0.714339816,0.136581834,437,8,89778,469550,64132
627,169,7817,0.009116464,0.002804845,418,8,90715,294846,827
737,203,7817,0.99089456,0.31435106,418,8,90715,285952,89889
920,203,7818,1,0.370427101,417,8,105924,285952,105924
1094,202,7819,0.932458169,0.202588475,452,8,73510,338347,68545
1411,203,7819,0.067541831,0.017363115,452,8,73510,285952,4965
315,204.02,7821,0.108961751,0.022204672,397,8,120501,591317,13130
783,204.01,7821,0.751769695,0.276846017,397,8,120501,327218,90589
1390,205,7821,0.139268554,0.060607593,397,8,120501,276897,16782
325,204.01,7822,0.077833622,0.025982678,396,8,109233,327218,8502
506,205,7822,0.922166378,0.363786404,396,8,109233,276897,100731
819,206,7823,1,0.184179355,394,8,104489,567324,104489
514,206,7824,1,0.12537677,393,8,71129,567324,71129
698,206,7825,0.745651249,0.089536454,392,8,68123,567324,50796
1235,203,7825,0.254348752,0.060594298,392,8,68123,285952,17327
88,203,7826,0,0,447,8,54149,285952,0
466,207,7826,0.903857874,0.141003443,447,8,54149,347104,48943
1072,206,7826,0.096068256,0.009169396,447,8,54149,567324,5202
1398,202,7826,7.38702E-05,1.18E-05,447,8,54149,338347,4
902,202,7827,0.501713999,0.10641178,448,8,71762,338347,36004
1037,207,7827,0.498286001,0.103017819,448,8,71762,347104,35758
56,204.01,7828,0.520142376,0.250090154,435,8,157330,327218,81834
132,204.02,7828,0.479857624,0.127674327,435,8,157330,591317,75496
498,212,7829,0.061161145,0.02547196,423,8,144013,345792,8808
529,204.02,7829,0.780380938,0.190058801,423,8,144013,591317,112385
1337,204.01,7829,0.158457917,0.06973944,423,8,144013,327218,22820
365,205,7831,0.829984032,0.30786288,421,8,102708,276897,85246
882,206,7831,0.170015968,0.030779698,421,8,102708,567324,17462
1402,206,7832,1,0.308798178,395,8,175188,567324,175188
85,211,7833,0,0,451,8,75298,424228,0
304,206,7833,0.065831762,0.008737542,451,8,75298,567324,4957
1123,207,7833,0.934154958,0.202647614,451,8,75298,347104,70340
730,207,7834,1,0.22177151,419,8,76978,347104,76978
215,216,7835,0.008738719,0.003983824,410,8,272580,597918,2382
844,217,7835,0.016857436,0.003736945,410,8,272580,1229615,4595
1033,305,7835,6.97043E-05,1.69E-05,410,8,272580,1123452,19
1292,204.02,7835,0.97433414,0.449139802,410,8,272580,591317,265584
967,213,7836,0.044788854,0.018318665,434,8,127755,312358,5722
1022,212,7836,0.018073657,0.006677425,434,8,127755,345792,2309
1203,204.02,7836,0.93713749,0.20247008,434,8,127755,591317,119724
1340,216,7836,0,0,434,8,127755,597918,0
161,212,7837,0.624399235,0.28215806,398,8,156259,345792,97568
864,204.02,7837,0.030315054,0.008010932,398,8,156259,591317,4737
1311,213,7837,0.345285712,0.172730736,398,8,156259,312358,53954
639,212,7838,0.64730743,0.288346752,422,8,154035,345792,99708
728,205,7838,0.35269257,0.196200017,422,8,154035,276897,54327
437,211,7839,0.337334803,0.124067718,400,8,156026,424228,52633
793,206,7839,0.662658788,0.182245709,400,8,156026,567324,103392
802,206,7841,0.280744186,0.061176898,424,8,123625,567324,34707
940,207,7841,0.138717897,0.049405799,424,8,123625,347104,17149
1187,211,7841,0.580529828,0.16917318,424,8,123625,424228,71768
1414,210,7841,1.6178E-05,6.39E-06,424,8,123625,313015,2
1119,210,7842,0.758739347,0.226119432,446,8,93285,313015,70779
1261,207,7842,0.193557378,0.052018842,446,8,93285,347104,18056
1344,211,7842,0.047703275,0.010489642,446,8,93285,424228,4450
837,207,7843,1,0.180593768,390,8,62685,347104,62685
975,210,7844,0.729635395,0.148257597,391,8,63603,313015,46407
1073,207,7844,0.270364605,0.049541205,391,8,63603,347104,17196
278,213,7845,0.772802218,0.367631475,399,8,148593,312358,114833
1120,212,7845,0.227191052,0.097628054,399,8,148593,345792,33759
228,212,7846,0.624516934,0.24909194,440,8,137921,345792,86134
875,213,7846,0.375483066,0.165793206,440,8,137921,312358,51787
19,211,7847,0.712110284,0.204809678,439,8,122012,424228,86886
726,214,7847,0.144412025,0.049869242,439,8,122012,353324,17620
1026,212,7847,0.143477691,0.05062581,439,8,122012,345792,17506
675,211,7848,1,0.309625956,401,8,131352,424228,131352
576,211,7849,0.577250655,0.141230659,450,8,103792,424228,59914
709,214,7849,0.422749345,0.124186299,450,8,103792,353324,43878
90,217,7851,0.741350196,0.257428754,409,8,426975,1229615,316538
333,306,7851,0.00113824,0.0009317,409,8,426975,521628,486
897,204.02,7851,0.000611277,0.000441388,409,8,426975,591317,261
1364,216,7851,0.256900287,0.183453249,409,8,426975,597918,109690
1258,216,7852,0.999993257,0.248030666,411,8,148303,597918,148302
1397,217,7852,1.34859E-05,1.63E-06,411,8,148303,1229615,2
833,213,7853,0.208572713,0.108439328,402,8,162399,312358,33872
836,217,7853,0.00063424,8.38E-05,402,8,162399,1229615,103
1236,216,7853,0.790799204,0.214786977,402,8,162399,597918,128425
434,213,7854,0.376438937,0.167086589,441,8,138644,312358,52191
789,216,7854,0.12129627,0.02812593,441,8,138644,597918,16817
981,214,7854,0.502272006,0.197091055,441,8,138644,353324,69637
655,214,7855,0.868606736,0.322282098,444,8,131095,353324,113870
731,211,7855,0.131393264,0.040603166,444,8,131095,424228,17225
8,210,7856,0.000913397,0.000309888,425,8,106197,313015,97
18,214,7856,0.654434683,0.196700479,425,8,106197,353324,69499
107,215,7856,0.344661337,0.073902377,425,8,106197,495276,36602
289,253,7857,0.000217115,7.31E-05,445,8,128964,383006,28
400,215,7857,1.55082E-05,4.04E-06,445,8,128964,495276,2
442,210,7857,0.968371018,0.398973215,445,8,128964,313015,124885
691,214,7857,0.031396359,0.011459737,445,8,128964,353324,4049
781,211,7857,0,0,445,8,128964,424228,0
1138,210,7858,1,0.225966085,420,8,70731,313015,70731
112,217,7859,0.055285108,0.007508861,427,8,167007,1229615,9233
1102,216,7859,0.944714892,0.263872304,427,8,167007,597918,157774
236,216,7861,0.248018397,0.057721962,426,8,139155,597918,34513
623,215,7861,0.751981603,0.211280602,426,8,139155,495276,104642
139,215,7862,0.714903003,0.176045631,428,8,121962,495276,87191
1378,214,7862,0.285096997,0.09841109,428,8,121962,353324,34771
270,253,7863,0.233320944,0.065559988,431,8,107620,383006,25110
578,215,7863,0.766679056,0.166594316,431,8,107620,495276,82510
1053,215,7864,1,0.24632376,429,8,121998,495276,121998
618,218,7865,0.546962961,0.13289763,430,8,121681,500801,66555
812,253,7865,0.013724411,0.004360222,430,8,121681,383006,1670
818,215,7865,0.439312629,0.107931957,430,8,121681,495276,53456
1007,254.01,7865,0,0,430,8,121681,375929,0
12,217,7866,0.998184778,0.338091466,453,8,416478,1229615,415722
1359,307,7866,0.001815222,0.000524542,453,8,416478,1441257,756
1194,217,7867,1,0.147336481,407,8,181167,1229615,181167
880,217,7868,0.999937291,0.194520394,408,8,239200,1229615,239185
1315,216,7868,6.2709E-05,2.51E-05,408,8,239200,597918,15
665,218,7869,0.841931267,0.243079559,403,8,144589,500801,121734
888,217,7869,0.158068733,0.018587134,403,8,144589,1229615,22855
207,307,7871,0.28715683,0.042165277,406,8,211630,1441257,60771
319,311,7871,0.51409063,0.100884619,406,8,211630,1078429,108797
610,218,7871,0.000113405,4.79E-05,406,8,211630,500801,24
617,217,7871,0.187908142,0.032341044,406,8,211630,1229615,39767
1141,255,7871,0.010726268,0.00210856,406,8,211630,1076563,2270
1075,311,7872,0.002406776,0.00036071,442,8,161627,1078429,389
1159,218,7872,0.997593224,0.321961505,442,8,161627,500801,161238
660,254.01,7873,0.051939679,0.022501589,443,8,162862,375929,8459
1185,254.03,7873,0.025064165,0.007902277,443,8,162862,516561,4082
1200,218,7873,0.922996156,0.300162341,443,8,162862,500801,150321
83,255,7874,0.958149186,0.108946612,405,8,122411,1076563,117288
460,218,7874,0.007572849,0.001851042,405,8,122411,500801,927
1186,311,7874,0.034277965,0.003890841,405,8,122411,1078429,4196
362,254.03,7875,0.502435533,0.091054282,433,8,93614,516561,47035
465,255,7875,0.101619416,0.008836446,433,8,93614,1076563,9513
1085,253,7875,2.13643E-05,5.22E-06,433,8,93614,383006,2
1225,254.01,7875,0.395923687,0.098593085,433,8,93614,375929,37064
113,168.01,7876,0.730304036,0.135935445,610,8,42166,226534,30794
912,202,7876,0.010956695,0.001365466,610,8,42166,338347,462
1184,168.02,7876,0.258739269,0.050682189,610,8,42166,215264,10910
282,177,7901,0,0,611,9,85170,903834,0
743,201,7901,0.999988259,0.191089133,611,9,85170,445702,85169
1068,201,7902,0.113673182,0.082180286,454,9,322222,445702,36628
1147,177,7902,0.886326818,0.315980589,454,9,322222,903834,285594
143,202,7903,0,0,456,9,73240,338347,0
459,208,7903,8.19224E-05,1.73E-05,456,9,73240,346097,6
891,201,7903,0.999918078,0.164311212,456,9,73240,445702,73234
152,177,7904,0.250554308,0.038258131,476,9,138010,903834,34579
757,208,7904,0.500869502,0.199727821,476,9,138010,346097,69125
1130,228.01,7904,0.248539961,0.059338336,476,9,138010,578059,34301
1140,201,7904,3.62293E-05,1.12E-05,476,9,138010,445702,5
577,228.01,7905,0.713880852,0.29152438,477,9,236059,578059,168518
629,177,7905,0.286114912,0.074726111,477,9,236059,903834,67540
584,228.01,7906,0.496671318,0.118219971,479,9,137592,578059,68338
1145,208,7906,0.503328682,0.20010055,479,9,137592,346097,69254
1036,208,7907,0.502153971,0.200395266,478,9,138117,346097,69356
1282,228.01,7907,0.497846029,0.118951731,478,9,138117,578059,68761
707,208,7908,1,0.250150247,455,9,86576,346097,86576
1192,228.01,7909,1,0.143976902,481,9,83227,578059,83227
266,228.02,7911,0.360599462,0.11149353,484,9,90014,291129,32459
275,228.01,7911,0.639400538,0.099566133,484,9,90014,578059,57555
62,208,7912,0.428737031,0.149608779,486,9,120771,346097,51779
695,209,7912,0.428828113,0.165631536,486,9,120771,312681,51790
1309,228.03,7912,0.142434856,0.060982916,486,9,120771,282080,17202
581,228.03,7913,1,0.426380553,482,9,120273,282080,120273
444,228.03,7914,1,0.307435151,483,9,86721,282080,86721
1196,229.03,7915,0.170892597,0.049282355,485,9,89290,309622,15259
1312,228.02,7915,0.180848919,0.055466821,485,9,89290,291129,16148
1330,228.03,7915,0.648258484,0.20520138,485,9,89290,282080,57883
87,210,7916,1.64629E-05,6.39E-06,459,9,121485,313015,2
174,253,7916,0.000205787,6.53E-05,459,9,121485,383006,25
181,209,7916,0.99977775,0.388439373,459,9,121485,312681,121458
403,229.01,7917,0.334133004,0.138214485,458,9,102959,248904,34402
1114,209,7917,0.665857283,0.219251508,458,9,102959,312681,68556
189,229.02,7918,0.459609735,0.269691596,457,9,94961,161833,43645
735,229.01,7918,0.540390266,0.206168668,457,9,94961,248904,51316
286,252,7919,0.0036256,0.000538775,460,9,97639,657048,354
1219,229.01,7919,0.270271101,0.106021221,460,9,97639,248904,26389
1247,209,7919,0.72582677,0.2266488,460,9,97639,312681,70869
1296,253,7919,0.000276529,7.05E-05,460,9,97639,383006,27
130,252,7921,0.001337785,0.000175026,461,9,85963,657048,115
1266,229.01,7921,0.998650582,0.344901427,461,9,85963,248904,85847
63,229.02,7922,0.532955046,0.359253057,488,9,109088,161833,58139
331,229.01,7922,0.467035788,0.20469018,488,9,109088,248904,50948
66,252,7923,0.000563938,8.68E-05,487,9,101075,657048,57
256,229.02,7923,0.594103389,0.371055347,487,9,101075,161833,60049
650,229.01,7923,9.89364E-06,4.02E-06,487,9,101075,248904,1
979,251,7923,0.001949048,0.000353701,487,9,101075,556965,197
1393,229.03,7923,0.403373732,0.131679069,487,9,101075,309622,40771
292,229.03,7924,0.998526929,0.359041935,480,9,111332,309622,111168
706,251,7924,0.001473072,0.000294452,480,9,111332,556965,164
415,210,7925,0.000885684,0.000361004,489,9,127585,313015,113
544,215,7925,0.069553631,0.017917319,489,9,127585,495276,8874
860,253,7925,0.929560685,0.309648885,489,9,127585,383006,118598
70,252,7926,0.999507371,0.16674936,473,9,109616,657048,109562
337,209,7926,8.21048E-05,2.88E-05,473,9,109616,312681,9
432,253,7926,0.000419647,0.000120102,473,9,109616,383006,46
273,252,7927,0.999992786,0.210976096,493,9,138622,657048,138621
832,251,7927,7.21386E-06,1.80E-06,493,9,138622,556965,1
301,251,7928,0.89367048,0.240114764,495,9,149648,556965,133736
503,252,7928,0.106269379,0.024203785,495,9,149648,657048,15903
1306,229.03,7928,6.01411E-05,2.91E-05,495,9,149648,309622,9
552,252,7929,0.366702346,0.061526895,490,9,110242,657048,40426
626,253,7929,0.633297654,0.182283399,490,9,110242,383006,69816
677,251,7931,0.369635769,0.161345286,501,9,243115,556965,89864
1087,252,7931,0.630368344,0.233243943,501,9,243115,657048,153252
1100,251,7932,1,0.244571043,494,9,136218,556965,136218
242,257.01,7933,0.14072499,0.03344013,474,9,149078,627360,20979
722,257.02,7933,0,0,474,9,149078,533457,0
948,251,7933,0.73804988,0.197546713,474,9,149078,556965,110027
1213,9809,7933,0.109231409,0.004499195,474,9,149078,3855813,16284
1429,230.01,7933,0.012000429,0.002685952,474,9,149078,666059,1789
29,253,7934,1,0.24272339,505,9,92965,383006,92965
234,253,7935,0.588947916,0.19508992,504,9,126872,383006,74721
1316,252,7935,0.411052084,0.079371916,504,9,126872,657048,52151
1317,252,7936,1,0.15582775,472,9,102386,657048,102386
69,251,7937,0.31666377,0.071977334,497,9,126598,556965,40089
247,254.02,7937,0.334049511,0.140886831,497,9,126598,300170,42290
310,252,7937,0.349286719,0.067299702,497,9,126598,657048,44219
1002,254.01,7938,1,0.351467963,491,9,132127,375929,132127
285,254.01,7939,0.896360057,0.247089211,502,9,103628,375929,92888
375,254.02,7939,0.103639943,0.035779725,502,9,103628,300170,10740
1179,254.02,7941,1,0.350764567,500,9,105289,300170,105289
125,254.02,7942,0.538071711,0.423400073,499,9,236199,300170,127092
158,257.01,7942,0.150288528,0.056583142,499,9,236199,627360,35498
1027,254.03,7942,0.139335899,0.063711863,499,9,236199,516561,32911
1297,251,7942,0.172303862,0.073070756,499,9,236199,556965,40698
689,255,7943,4.58558E-06,9.29E-07,498,9,218075,1076563,1
723,257.01,7943,4.58558E-06,1.59E-06,498,9,218075,627360,1
947,254.01,7943,4.58558E-06,2.66E-06,498,9,218075,375929,1
1273,254.03,7943,0.999986243,0.422161995,498,9,218075,516561,218072
1318,254.01,7944,0.5772612,0.280345491,503,9,182569,375929,105390
1423,254.03,7944,0.422733323,0.14940762,503,9,182569,516561,77178
546,254.03,7945,0.9029328,0.265760028,492,9,152039,516561,137281
983,254.02,7945,0.097073777,0.049168804,492,9,152039,300170,14759
1403,257.01,7945,0,0,492,9,152039,627360,0
376,254.03,7946,3.74312E-06,1.94E-06,506,9,267157,516561,1
625,257.01,7946,0.745789929,0.317589582,506,9,267157,627360,199243
1021,256,7946,0.254206328,0.120727569,506,9,267157,562531,67913
839,257.01,7947,0.957846411,0.347527735,471,9,227620,627360,218025
1012,257.02,7947,0.042153589,0.017986488,471,9,227620,533457,9595
656,260.02,7948,0.170726843,0.086105965,467,9,180493,357874,30815
806,259,7948,0.071448754,0.017436358,467,9,180493,739604,12896
1239,256,7948,0.757824403,0.243154599,467,9,180493,562531,136782
370,259,7949,0.159847909,0.026999584,496,9,124925,739604,19969
533,257.01,7949,0.153011807,0.030468949,496,9,124925,627360,19115
615,256,7949,0.687148289,0.15259959,496,9,124925,562531,85842
482,257.02,7951,0.195797236,0.096257236,466,9,262256,533457,51349
563,259,7951,0.3843954,0.13630267,466,9,262256,739604,100810
1148,257.01,7951,0.419803551,0.175490946,466,9,262256,627360,110096
345,257.01,7952,0.135292775,0.038748087,462,9,179677,627360,24309
1164,257.02,7952,0.86471279,0.291249888,462,9,179677,533457,155369
457,259,7953,0.929015955,0.226661835,468,9,180449,739604,167640
1342,256,7953,0.070984045,0.022770301,468,9,180449,562531,12809
849,9805.01,7954,0.999975651,0.386458937,464,9,616029,1593996,616014
900,260.02,7954,2.27262E-05,3.91E-05,464,9,616029,357874,14
43,259,7955,0.715148417,0.260991017,470,9,269916,739604,193030
874,258,7955,0.047036856,0.052525754,470,9,269916,241711,12696
1419,257.02,7955,0.237814728,0.120328574,470,9,269916,533457,64190
369,258,7956,0.134010015,0.106731207,469,9,192508,241711,25798
1428,257.02,7956,0.865989985,0.312509373,469,9,192508,533457,166710
771,9805.01,7957,0.000356489,4.71E-05,465,9,210385,1593996,75
1032,259,7957,0.876621432,0.249360469,465,9,210385,739604,184428
1153,258,7957,0.123022079,0.107078731,465,9,210385,241711,25882
149,259,7958,0,0,463,9,70926,739604,0
995,258,7958,1,0.293434281,463,9,70926,241711,70926
232,201,7959,0.999989441,0.212475572,475,9,94702,445702,94701
1089,202,7959,1.05594E-05,2.96E-06,475,9,94702,338347,1
873,263.02,9001,0.718645492,0.060765284,511,10,64289,760327,46201
1090,605.02,9001,0.281354509,0.065652551,511,10,64289,275511,18088
99,479.02,9101,0.413881411,0.31694709,29,1,304580,397733,126060
241,479.01,9101,0.1703559,0.045356562,29,1,304580,5262681,51887
954,9802,9101,0.415759406,0.125197487,29,1,304580,1775135,126632
145,478.02,9102,0.098929482,0.305566685,31,1,1048464,339447,103724
281,9802,9102,0.843925972,0.874802513,31,1,1048464,1775135,884826
322,479.02,9102,0.019679264,0.051876641,31,1,1048464,397733,20633
499,478.01,9102,0.001311442,0.00288497,31,1,1048464,476607,1375
740,428,9102,7.43945E-05,0.000139243,31,1,1048464,878353,78
821,427,9102,0.036079446,0.092399535,31,1,1048464,409396,37828
259,478.01,9103,0.031140546,0.009234004,32,1,141327,476607,4401
394,427,9103,0.968859454,0.334458568,32,1,141327,409396,136926
505,477.01,9103,0,0,32,1,141327,364729,0
321,477.01,9104,0.032976555,0.01095608,33,1,121177,364729,3996
326,427,9104,0.967023445,0.286228981,33,1,121177,409396,117181
347,478.01,9104,0,0,33,1,121177,476607,0
279,427,9105,0.334522543,0.095965764,28,1,117445,409396,39288
1281,426.01,9105,0.665477458,0.266627322,28,1,117445,293131,78157
92,428,9106,3.12471E-05,7.14E-06,26,1,128012,878353,4
447,426.01,9106,0.152587257,0.066635509,26,1,128012,293131,19533
1308,426.02,9106,0.847389307,0.326677869,26,1,128012,332057,108476
142,477.01,9107,0.034280971,0.011435888,35,1,121671,364729,4171
156,427,9107,0.482900609,0.143516302,35,1,121671,409396,58755
1384,426.01,9107,0.482826639,0.200408007,35,1,121671,293131,58746
42,426.02,9108,0.399383145,0.117768583,27,1,97916,332057,39106
1155,426.01,9108,0.600616855,0.200626339,27,1,97916,293131,58810
464,476,9109,0.035213236,0.009488398,25,1,143128,531175,5040
1334,426.02,9109,0.964786764,0.415855061,25,1,143128,332057,138088
33,426.02,9111,0.310784807,0.117217474,34,1,125241,332057,38923
183,477.01,9111,0.03462125,0.011888279,34,1,125241,364729,4336
630,426.01,9111,0.621888998,0.265702823,34,1,125241,293131,77886
1176,476,9111,0.032704945,0.007711206,34,1,125241,531175,4096
580,426.02,9112,0.049026369,0.022481012,40,1,152265,332057,7465
934,402,9112,0.93672873,0.268371755,40,1,152265,531468,142631
